Sale_Id,Category,Price,Quantity,Sales,Discount_%,Net_Sales,Date,Country,City,Store_Type,Gender,Rating
SL-01471,Juice,7.78,66,513.48,25,385.11,2020-06-06,UAE,Umm Al Quwain,Supermarket,Female,2.3
SL-01472,Juice,4.6,91,418.6,30,293.02,2020-05-25,UAE,Ras Al Khaimah,Convenience Store,Male,3.2
SL-01473,Arabic coffee,11.27,32,360.64,5,342.61,2022-03-12,UAE,Ras Al Khaimah,Online,Female,1.9
SL-01474,Masala chai,5.35,63,337.05,30,235.94,2020-12-29,UAE,Abu Dhabi,Online,Male,1.8
SL-01475,Laban,6.43,96,617.28,5,586.42,2022-05-04,UAE,Dubai,Online,Male,3.2
SL-01476,Arabic coffee,6.78,54,366.12,25,274.59,2023-11-29,UAE,Sharjah,Cafe,Male,3.3
SL-01477,Juice,7.18,24,172.32,10,155.09,2025-06-30,UAE,Umm Al Quwain,Hypermarket,Female,3.7
SL-01478,Arabic tea,5.15,77,396.55,10,356.89,2023-03-22,UAE,Ras Al Khaimah,Online,Male,1.9
SL-01479,Juice,9.82,42,412.44,5,391.82,2023-07-30,UAE,Fujairah,Online,Male,2.9
SL-01480,Arabic coffee,6.14,90,552.6,15,469.71,2025-06-26,UAE,Fujairah,Hypermarket,Female,2.9
SL-01481,Laban,4.65,31,144.15,0,144.15,2024-08-02,UAE,Sharjah,Convenience Store,Female,4.6
SL-01482,Camel milk,14.75,42,619.5,10,557.55,2024-10-07,UAE,Fujairah,Convenience Store,Male,4.2
SL-01483,Juice,5.56,7,38.92,10,35.03,2023-06-17,UAE,Ajman,Hypermarket,Male,4.3
SL-01484,Juice,6.46,74,478.04,5,454.14,2023-09-12,UAE,Ras Al Khaimah,Hypermarket,Female,1.4
SL-01485,Soft drinks,4.42,3,13.26,25,9.95,2023-12-15,UAE,Dubai,Online,Male,3.8
SL-01486,Arabic tea,5.83,9,52.47,25,39.35,2021-10-05,UAE,Dubai,Cafe,Male,3.1
SL-01487,Arabic tea,4.68,92,430.56,5,409.03,2022-06-02,UAE,Sharjah,Hypermarket,Female,2.3
SL-01488,Laban,5.93,2,11.86,0,11.86,2025-08-16,UAE,Umm Al Quwain,Supermarket,Female,3.1
SL-01489,Juice,8.75,6,52.5,5,49.88,2022-10-09,UAE,Sharjah,Convenience Store,Male,3.5
SL-01490,Camel milk,11.27,16,180.32,30,126.22,2023-01-10,UAE,Umm Al Quwain,Online,Female,1.5
SL-01491,Arabic tea,2.42,10,24.2,20,19.36,2021-09-13,UAE,Fujairah,Online,Male,4.0
SL-01492,Camel milk,16.83,51,858.33,5,815.41,2024-10-07,UAE,Umm Al Quwain,Cafe,Female,4.1
SL-01493,Laban,5.97,39,232.83,10,209.55,2025-04-14,UAE,Ajman,Hypermarket,Male,4.9
SL-01494,Juice,5.75,12,69.0,5,65.55,2025-12-24,UAE,Ajman,Cafe,Male,2.1
SL-01495,Laban,3.98,3,11.94,15,10.15,2021-03-19,UAE,Fujairah,Online,Female,4.1
SL-01496,Juice,5.34,4,21.36,15,18.16,2021-03-22,UAE,Umm Al Quwain,Hypermarket,Male,2.9
SL-01497,Arabic coffee,8.11,19,154.09,30,107.86,2025-06-29,UAE,Fujairah,Supermarket,Male,1.7
SL-01498,Laban,4.0,19,76.0,15,64.6,2022-08-10,UAE,Ras Al Khaimah,Online,Female,4.4
SL-01499,Camel milk,17.21,33,567.93,15,482.74,2024-07-23,UAE,Sharjah,Convenience Store,Female,1.1
SL-01500,Arabic tea,2.03,89,180.67,5,171.64,2023-07-06,UAE,Umm Al Quwain,Cafe,Female,3.2
SL-01501,Arabic coffee,7.36,60,441.6,25,331.2,2020-11-29,UAE,Ajman,Cafe,Female,4.0
SL-01502,Camel milk,13.11,10,131.1,15,111.44,2021-11-11,UAE,Abu Dhabi,Supermarket,Male,4.0
SL-01503,Soft drinks,3.75,15,56.25,0,56.25,2025-06-18,UAE,Ajman,Online,Male,4.2
SL-01504,Soft drinks,5.0,71,355.0,15,301.75,2023-04-20,UAE,Ajman,Supermarket,Male,2.7
SL-01505,Arabic coffee,14.22,87,1237.14,10,1113.43,2021-11-10,UAE,Ras Al Khaimah,Convenience Store,Female,2.5
SL-01506,Soft drinks,3.16,88,278.08,5,264.18,2022-10-26,UAE,Umm Al Quwain,Cafe,Female,2.5
SL-01507,Juice,6.78,43,291.54,25,218.65,2025-04-24,UAE,Fujairah,Hypermarket,Male,3.9
SL-01508,Camel milk,11.81,23,271.63,5,258.05,2022-02-07,UAE,Ajman,Supermarket,Other,1.0
SL-01509,Soft drinks,4.78,69,329.82,15,280.35,2021-10-02,UAE,Sharjah,Supermarket,Male,2.9
SL-01510,Camel milk,12.21,72,879.12,5,835.16,2024-10-11,UAE,Sharjah,Supermarket,Female,2.1
SL-01511,Laban,5.92,48,284.16,20,227.33,2022-04-09,UAE,Umm Al Quwain,Online,Female,3.2
SL-01512,Camel milk,15.11,14,211.54,25,158.66,2021-06-02,UAE,Abu Dhabi,Convenience Store,Male,3.3
SL-01513,Arabic tea,4.61,83,382.63,30,267.84,2023-02-09,UAE,Ajman,Convenience Store,Female,4.4
SL-01514,Arabic tea,5.69,79,449.51,25,337.13,2022-06-05,UAE,Ajman,Hypermarket,Male,4.1
SL-01515,Camel milk,19.15,79,1512.85,5,1437.21,2020-11-14,UAE,Abu Dhabi,Hypermarket,Male,1.0
SL-01516,Camel milk,9.64,57,549.48,15,467.06,2021-04-25,UAE,Fujairah,Online,Male,3.0
SL-01517,Soft drinks,4.24,49,207.76,30,145.43,2023-07-22,UAE,Ajman,Online,Male,4.4
SL-01518,Laban,3.31,78,258.18,30,180.73,2021-08-08,UAE,Abu Dhabi,Hypermarket,Female,4.3
SL-01519,Arabic tea,4.19,57,238.83,15,203.01,2024-11-18,UAE,Fujairah,Convenience Store,Female,3.2
SL-01520,Arabic coffee,8.48,4,33.92,30,23.74,2024-10-03,UAE,Sharjah,Online,Female,2.4
SL-01521,Soft drinks,4.47,25,111.75,15,94.99,2022-03-13,UAE,Sharjah,Hypermarket,Female,5.0
SL-01522,Juice,6.17,25,154.25,0,154.25,2022-11-05,UAE,Ras Al Khaimah,Convenience Store,Male,4.6
SL-01523,Laban,6.69,78,521.82,10,469.64,2022-11-02,UAE,Dubai,Convenience Store,Female,2.6
SL-01524,Masala chai,6.13,74,453.62,30,317.53,2025-07-01,UAE,Dubai,Online,Other,3.5
SL-01525,Soft drinks,3.89,83,322.87,30,226.01,2021-09-19,UAE,Ras Al Khaimah,Supermarket,Male,1.1
SL-01526,Arabic coffee,12.36,17,210.12,0,210.12,2020-09-12,UAE,Ajman,Supermarket,Male,3.5
SL-01527,Masala chai,3.49,70,244.3,10,219.87,2023-09-24,UAE,Umm Al Quwain,Hypermarket,Female,3.9
SL-01528,Arabic tea,5.36,41,219.76,25,164.82,2020-02-28,UAE,Abu Dhabi,Cafe,Female,2.5
SL-01529,Arabic coffee,9.03,86,776.58,25,582.43,2021-08-27,UAE,Dubai,Supermarket,Male,4.0
SL-01530,Arabic coffee,7.67,23,176.41,15,149.95,2024-08-03,UAE,Dubai,Convenience Store,Female,3.8
SL-01531,Soft drinks,4.54,1,4.54,10,4.09,2020-12-18,UAE,Sharjah,Cafe,Male,2.4
SL-01532,Laban,6.72,12,80.64,0,80.64,2020-03-23,UAE,Dubai,Hypermarket,Female,1.7
SL-01533,Arabic tea,2.85,2,5.7,5,5.42,2022-10-07,UAE,Fujairah,Convenience Store,Male,4.5
SL-01534,Masala chai,7.19,83,596.77,30,417.74,2023-03-21,UAE,Abu Dhabi,Hypermarket,Male,2.5
SL-01535,Soft drinks,3.12,73,227.76,10,204.98,2022-03-27,UAE,Ajman,Hypermarket,Female,2.1
SL-01536,Soft drinks,5.92,34,201.28,25,150.96,2024-01-29,UAE,Ajman,Convenience Store,Male,2.4
SL-01537,Masala chai,6.86,67,459.62,15,390.68,2024-04-28,UAE,Umm Al Quwain,Hypermarket,Male,4.3
SL-01538,Soft drinks,4.15,27,112.05,25,84.04,2023-03-28,UAE,Ajman,Convenience Store,Female,3.7
SL-01539,Soft drinks,3.37,65,219.05,20,175.24,2022-11-23,UAE,Umm Al Quwain,Convenience Store,Male,4.1
SL-01540,Soft drinks,3.87,5,19.35,0,19.35,2023-08-15,UAE,Ras Al Khaimah,Hypermarket,Male,2.9
SL-01541,Masala chai,5.82,85,494.7,20,395.76,2020-02-02,UAE,Dubai,Convenience Store,Female,3.5
SL-01542,Soft drinks,3.69,43,158.67,10,142.8,2021-10-28,UAE,Fujairah,Supermarket,Male,2.4
SL-01543,Juice,7.28,97,706.16,0,706.16,2024-11-16,UAE,Ajman,Cafe,Male,3.3
SL-01544,Arabic coffee,8.99,32,287.68,10,258.91,2024-07-01,UAE,Fujairah,Convenience Store,Female,2.9
SL-01545,Masala chai,3.2,30,96.0,30,67.2,2024-06-29,UAE,Ras Al Khaimah,Supermarket,Male,4.1
SL-01546,Laban,3.11,66,205.26,5,195.0,2022-03-23,UAE,Sharjah,Cafe,Female,4.8
SL-01547,Laban,6.01,17,102.17,25,76.63,2021-08-02,UAE,Sharjah,Supermarket,Female,2.2
SL-01548,Arabic tea,3.73,51,190.23,5,180.72,2021-12-05,UAE,Ajman,Supermarket,Female,1.8
SL-01549,Masala chai,4.54,24,108.96,5,103.51,2021-09-23,UAE,Umm Al Quwain,Hypermarket,Male,3.9
SL-01550,Arabic coffee,10.55,100,1055.0,10,949.5,2024-06-02,UAE,Dubai,Online,Male,1.4
SL-01551,Arabic coffee,7.12,61,434.32,25,325.74,2021-01-27,UAE,Ajman,Online,Female,4.1
SL-01552,Juice,4.77,98,467.46,5,444.09,2024-10-05,UAE,Ajman,Convenience Store,Female,4.3
SL-01553,Laban,4.58,10,45.8,10,41.22,2021-12-30,UAE,Ajman,Cafe,Male,4.5
SL-01554,Arabic tea,3.18,47,149.46,10,134.51,2020-11-12,UAE,Ras Al Khaimah,Supermarket,Female,4.0
SL-01555,Arabic coffee,7.3,64,467.2,5,443.84,2024-04-22,UAE,Dubai,Hypermarket,Male,1.4
SL-01556,Arabic coffee,6.8,20,136.0,10,122.4,2022-12-05,UAE,Sharjah,Online,Female,2.9
SL-01557,Juice,5.08,51,259.08,25,194.31,2021-02-19,UAE,Ras Al Khaimah,Supermarket,Male,1.3
SL-01558,Arabic coffee,13.62,2,27.24,5,25.88,2025-02-05,UAE,Sharjah,Hypermarket,Female,2.5
SL-01559,Camel milk,13.83,86,1189.38,15,1010.97,2021-04-19,UAE,Ajman,Supermarket,Male,2.0
SL-01560,Laban,6.23,58,361.34,20,289.07,2024-02-03,UAE,Sharjah,Online,Female,4.4
SL-01561,Camel milk,17.43,55,958.65,20,766.92,2020-01-29,UAE,Umm Al Quwain,Online,Female,1.3
SL-01562,Masala chai,7.74,91,704.34,20,563.47,2025-02-06,UAE,Sharjah,Hypermarket,Female,3.5
SL-01563,Juice,4.29,37,158.73,0,158.73,2024-02-21,UAE,Dubai,Online,Male,1.2
SL-01564,Masala chai,5.13,87,446.31,10,401.68,2024-01-01,UAE,Umm Al Quwain,Supermarket,Female,1.7
SL-01565,Juice,4.11,42,172.62,10,155.36,2020-05-29,UAE,Fujairah,Supermarket,Female,2.4
SL-01566,Laban,5.95,32,190.4,5,180.88,2025-07-14,UAE,Dubai,Cafe,Male,3.9
SL-01567,Juice,9.36,45,421.2,15,358.02,2025-11-14,UAE,Fujairah,Cafe,Male,4.3
SL-01568,Laban,4.83,10,48.3,10,43.47,2021-02-18,UAE,Sharjah,Supermarket,Male,4.9
SL-01569,Juice,7.08,93,658.44,0,658.44,2022-11-18,UAE,Sharjah,Convenience Store,Male,1.1
SL-01570,Arabic coffee,11.53,11,126.83,30,88.78,2023-05-26,UAE,Ajman,Supermarket,Female,3.3
SL-01571,Laban,5.06,32,161.92,25,121.44,2024-11-24,UAE,Umm Al Quwain,Supermarket,Male,2.9
SL-01572,Masala chai,6.73,100,673.0,5,639.35,2022-01-12,UAE,Sharjah,Cafe,Female,3.4
SL-01573,Arabic coffee,7.85,1,7.85,15,6.67,2023-01-30,UAE,Abu Dhabi,Supermarket,Female,3.6
SL-01574,Masala chai,5.31,82,435.42,10,391.88,2022-06-24,UAE,Dubai,Hypermarket,Male,3.8
SL-01575,Camel milk,15.34,94,1441.96,25,1081.47,2023-09-08,UAE,Ras Al Khaimah,Online,Female,3.5
SL-01576,Laban,4.56,72,328.32,0,328.32,2021-09-13,UAE,Sharjah,Convenience Store,Male,4.3
SL-01577,Juice,9.13,64,584.32,5,555.1,2020-05-12,UAE,Ras Al Khaimah,Hypermarket,Female,2.0
SL-01578,Arabic coffee,13.52,11,148.72,25,111.54,2025-12-09,UAE,Ajman,Cafe,Other,1.3
SL-01579,Masala chai,4.52,97,438.44,10,394.6,2021-11-13,UAE,Ajman,Online,Male,3.5
SL-01580,Laban,4.41,56,246.96,15,209.92,2025-07-03,UAE,Umm Al Quwain,Supermarket,Female,2.1
SL-01581,Soft drinks,3.5,69,241.5,5,229.43,2024-06-08,UAE,Ajman,Cafe,Female,1.5
SL-01582,Soft drinks,2.85,15,42.75,20,34.2,2024-06-30,UAE,Sharjah,Hypermarket,Female,4.1
SL-01583,Laban,4.63,97,449.11,5,426.65,2021-03-08,UAE,Ajman,Cafe,Male,4.1
SL-01584,Arabic coffee,13.85,82,1135.7,30,794.99,2022-07-11,UAE,Fujairah,Convenience Store,Female,3.1
SL-01585,Arabic tea,4.02,97,389.94,15,331.45,2024-06-26,UAE,Sharjah,Online,Male,4.5
SL-01586,Masala chai,3.02,43,129.86,30,90.9,2024-09-08,UAE,Ajman,Hypermarket,Female,1.4
SL-01587,Juice,6.46,82,529.72,0,529.72,2020-11-25,UAE,Ras Al Khaimah,Hypermarket,Male,3.5
SL-01588,Laban,5.28,53,279.84,0,279.84,2025-04-16,UAE,Sharjah,Cafe,Male,3.3
SL-01589,Arabic coffee,5.91,48,283.68,0,283.68,2025-09-25,UAE,Fujairah,Cafe,Female,3.6
SL-01590,Arabic tea,2.97,21,62.37,15,53.01,2022-03-29,UAE,Sharjah,Hypermarket,Male,4.7
SL-01591,Masala chai,3.66,9,32.94,0,32.94,2024-12-22,UAE,Abu Dhabi,Cafe,Male,2.0
SL-01592,Soft drinks,5.19,60,311.4,20,249.12,2021-10-14,UAE,Fujairah,Supermarket,Female,4.4
SL-01593,Soft drinks,3.85,9,34.65,0,34.65,2025-10-29,UAE,Fujairah,Supermarket,Female,2.6
SL-01594,Juice,9.17,10,91.7,30,64.19,2025-12-27,UAE,Ajman,Convenience Store,Female,3.1
SL-01595,Arabic coffee,5.24,62,324.88,30,227.42,2020-06-12,UAE,Fujairah,Supermarket,Male,2.6
SL-01596,Masala chai,5.0,66,330.0,25,247.5,2021-08-20,UAE,Fujairah,Online,Male,1.5
SL-01597,Arabic tea,3.31,75,248.25,30,173.78,2023-10-23,UAE,Umm Al Quwain,Supermarket,Female,2.5
SL-01598,Soft drinks,5.65,62,350.3,5,332.78,2025-02-19,UAE,Sharjah,Supermarket,Male,3.8
SL-01599,Arabic coffee,9.92,32,317.44,30,222.21,2025-01-18,UAE,Sharjah,Convenience Store,Male,2.8
SL-01600,Arabic coffee,7.58,36,272.88,20,218.3,2022-06-24,UAE,Dubai,Hypermarket,Male,2.2
SL-01601,Masala chai,5.82,92,535.44,10,481.9,2024-12-06,UAE,Sharjah,Hypermarket,Female,2.2
SL-01602,Arabic coffee,7.95,96,763.2,30,534.24,2024-04-22,UAE,Fujairah,Hypermarket,Male,2.2
SL-01603,Masala chai,6.18,4,24.72,30,17.3,2022-11-28,UAE,Abu Dhabi,Cafe,Male,3.3
SL-01604,Masala chai,6.61,96,634.56,30,444.19,2023-11-10,UAE,Ras Al Khaimah,Online,Male,4.6
SL-01605,Arabic coffee,6.56,65,426.4,10,383.76,2021-11-23,UAE,Ras Al Khaimah,Convenience Store,Male,4.7
SL-01606,Arabic tea,4.63,23,106.49,15,90.52,2022-07-09,UAE,Ajman,Supermarket,Female,1.3
SL-01607,Masala chai,4.03,20,80.6,10,72.54,2025-02-24,UAE,Ras Al Khaimah,Supermarket,Female,2.4
SL-01608,Laban,6.65,2,13.3,30,9.31,2024-01-29,UAE,Fujairah,Cafe,Female,4.0
SL-01609,Arabic coffee,5.33,81,431.73,0,431.73,2025-12-30,UAE,Sharjah,Cafe,Male,3.2
SL-01610,Arabic tea,5.71,11,62.81,30,43.97,2022-11-14,UAE,Dubai,Online,Female,2.0
SL-01611,Arabic tea,5.7,89,507.3,25,380.47,2021-12-27,UAE,Umm Al Quwain,Hypermarket,Male,3.9
SL-01612,Camel milk,19.75,35,691.25,20,553.0,2020-09-17,UAE,Sharjah,Supermarket,Female,3.9
SL-01613,Soft drinks,4.09,8,32.72,5,31.08,2025-03-16,UAE,Abu Dhabi,Hypermarket,Female,3.3
SL-01614,Camel milk,14.44,7,101.08,10,90.97,2020-12-07,UAE,Umm Al Quwain,Supermarket,Male,1.5
SL-01615,Juice,5.18,70,362.6,20,290.08,2024-10-26,UAE,Abu Dhabi,Cafe,Male,3.3
SL-01616,Arabic tea,6.52,93,606.36,15,515.41,2025-02-11,UAE,Umm Al Quwain,Hypermarket,Female,3.5
SL-01617,Camel milk,11.02,53,584.06,20,467.25,2025-06-02,UAE,Sharjah,Online,Female,2.3
SL-01618,Laban,4.14,83,343.62,10,309.26,2025-08-22,UAE,Sharjah,Cafe,Male,2.1
SL-01619,Masala chai,6.13,15,91.95,30,64.36,2025-09-18,UAE,Abu Dhabi,Online,Male,4.6
SL-01620,Juice,6.97,23,160.31,0,160.31,2024-12-20,UAE,Umm Al Quwain,Online,Female,1.4
SL-01621,Masala chai,6.19,69,427.11,30,298.98,2022-05-23,UAE,Abu Dhabi,Hypermarket,Female,4.1
SL-01622,Masala chai,5.51,41,225.91,30,158.14,2022-05-11,UAE,Ras Al Khaimah,Online,Male,2.2
SL-01623,Laban,5.69,42,238.98,5,227.03,2021-10-05,UAE,Abu Dhabi,Online,Female,4.4
SL-01624,Masala chai,7.78,61,474.58,25,355.94,2022-12-12,UAE,Ras Al Khaimah,Online,Female,2.1
SL-01625,Juice,9.61,39,374.79,10,337.31,2023-07-15,UAE,Abu Dhabi,Convenience Store,Male,2.4
SL-01626,Juice,5.85,73,427.05,15,362.99,2020-08-14,UAE,Umm Al Quwain,Online,Male,4.8
SL-01627,Juice,6.12,18,110.16,15,93.64,2022-05-04,UAE,Umm Al Quwain,Convenience Store,Male,3.8
SL-01628,Arabic coffee,12.17,38,462.46,30,323.72,2023-08-27,UAE,Sharjah,Supermarket,Male,4.2
SL-01629,Laban,5.24,26,136.24,30,95.37,2021-03-13,UAE,Abu Dhabi,Cafe,Female,4.4
SL-01630,Camel milk,10.92,42,458.64,25,343.98,2020-07-07,UAE,Ajman,Cafe,Male,4.9
SL-01631,Arabic tea,5.3,89,471.7,25,353.78,2024-03-16,UAE,Ajman,Hypermarket,Male,3.4
SL-01632,Camel milk,9.22,82,756.04,10,680.44,2021-03-30,UAE,Sharjah,Cafe,Male,4.7
SL-01633,Juice,4.81,96,461.76,0,461.76,2023-05-09,UAE,Sharjah,Online,Female,4.5
SL-01634,Laban,3.8,12,45.6,15,38.76,2022-12-03,UAE,Abu Dhabi,Convenience Store,Female,4.1
SL-01635,Laban,5.12,38,194.56,25,145.92,2023-07-09,UAE,Dubai,Hypermarket,Female,1.3
SL-01636,Arabic tea,3.81,99,377.19,15,320.61,2025-03-02,UAE,Fujairah,Hypermarket,Male,2.9
SL-01637,Masala chai,4.67,87,406.29,25,304.72,2021-07-28,UAE,Sharjah,Convenience Store,Female,4.7
SL-01638,Camel milk,15.71,55,864.05,15,734.44,2020-09-03,UAE,Umm Al Quwain,Online,Female,4.3
SL-01639,Laban,4.49,73,327.77,15,278.6,2025-07-08,UAE,Dubai,Cafe,Female,2.3
SL-01640,Masala chai,5.87,82,481.34,0,481.34,2021-04-05,UAE,Fujairah,Supermarket,Female,4.9
SL-01641,Laban,3.63,66,239.58,30,167.71,2022-02-20,UAE,Umm Al Quwain,Supermarket,Female,2.9
SL-01642,Arabic tea,2.37,88,208.56,15,177.28,2021-09-15,UAE,Umm Al Quwain,Convenience Store,Male,4.6
SL-01643,Arabic coffee,8.3,24,199.2,25,149.4,2024-11-06,UAE,Ras Al Khaimah,Convenience Store,Male,4.1
SL-01644,Camel milk,12.82,38,487.16,0,487.16,2024-10-15,UAE,Ras Al Khaimah,Online,Male,1.9
SL-01645,Soft drinks,3.04,29,88.16,20,70.53,2022-03-31,UAE,Fujairah,Convenience Store,Female,3.6
SL-01646,Arabic tea,6.11,46,281.06,25,210.79,2022-04-24,UAE,Umm Al Quwain,Cafe,Male,4.1
SL-01647,Masala chai,3.91,4,15.64,20,12.51,2020-10-10,UAE,Ras Al Khaimah,Supermarket,Female,3.2
SL-01648,Masala chai,7.35,30,220.5,25,165.38,2023-01-15,UAE,Abu Dhabi,Hypermarket,Male,2.7
SL-01649,Soft drinks,5.75,28,161.0,30,112.7,2024-12-05,UAE,Sharjah,Supermarket,Male,4.6
SL-01650,Camel milk,18.01,49,882.49,0,882.49,2024-06-23,UAE,Ajman,Hypermarket,Male,2.8
SL-01651,Soft drinks,2.82,49,138.18,20,110.54,2025-10-16,UAE,Umm Al Quwain,Supermarket,Male,1.7
SL-01652,Camel milk,9.95,27,268.65,0,268.65,2024-08-27,UAE,Ajman,Cafe,Male,5.0
SL-01653,Soft drinks,2.84,12,34.08,30,23.86,2025-02-14,UAE,Ras Al Khaimah,Convenience Store,Male,3.0
SL-01654,Camel milk,8.09,54,436.86,15,371.33,2020-09-24,UAE,Umm Al Quwain,Supermarket,Male,4.8
SL-01655,Juice,9.68,84,813.12,10,731.81,2025-04-14,UAE,Abu Dhabi,Supermarket,Female,4.2
SL-01656,Camel milk,19.42,36,699.12,25,524.34,2021-12-27,UAE,Fujairah,Convenience Store,Male,4.4
SL-01657,Laban,3.04,67,203.68,5,193.5,2022-05-09,UAE,Abu Dhabi,Online,Female,1.2
SL-01658,Arabic tea,5.7,38,216.6,10,194.94,2021-12-16,UAE,Ras Al Khaimah,Online,Female,2.7
SL-01659,Laban,6.86,95,651.7,30,456.19,2021-10-27,UAE,Umm Al Quwain,Hypermarket,Male,4.7
SL-01660,Camel milk,13.97,40,558.8,15,474.98,2023-08-08,UAE,Fujairah,Convenience Store,Female,2.1
SL-01661,Camel milk,17.4,43,748.2,0,748.2,2024-07-27,UAE,Ajman,Supermarket,Female,1.6
SL-01662,Camel milk,14.47,98,1418.06,20,1134.45,2023-11-29,UAE,Fujairah,Cafe,Male,1.4
SL-01663,Soft drinks,2.37,9,21.33,0,21.33,2024-12-08,UAE,Ajman,Online,Other,4.4
SL-01664,Soft drinks,5.43,82,445.26,0,445.26,2021-06-09,UAE,Sharjah,Online,Male,4.6
SL-01665,Masala chai,6.28,47,295.16,20,236.13,2022-03-14,UAE,Fujairah,Supermarket,Male,4.0
SL-01666,Soft drinks,2.88,17,48.96,30,34.27,2024-07-12,UAE,Abu Dhabi,Hypermarket,Female,4.0
SL-01667,Masala chai,7.43,14,104.02,5,98.82,2023-09-08,UAE,Abu Dhabi,Convenience Store,Male,3.6
SL-01668,Arabic coffee,14.74,86,1267.64,20,1014.11,2021-06-23,UAE,Ras Al Khaimah,Cafe,Female,4.5
SL-01669,Masala chai,5.11,85,434.35,5,412.63,2020-07-15,UAE,Ras Al Khaimah,Supermarket,Female,4.2
SL-01670,Arabic tea,2.99,24,71.76,0,71.76,2024-06-13,UAE,Abu Dhabi,Supermarket,Female,2.0
SL-01671,Masala chai,3.06,62,189.72,15,161.26,2024-07-19,UAE,Umm Al Quwain,Convenience Store,Male,4.5
SL-01672,Juice,9.96,59,587.64,20,470.11,2025-10-08,UAE,Sharjah,Cafe,Male,4.0
SL-01673,Masala chai,4.69,24,112.56,10,101.3,2021-01-30,UAE,Sharjah,Online,Female,2.8
SL-01674,Arabic coffee,13.56,98,1328.88,20,1063.1,2020-04-14,UAE,Sharjah,Supermarket,Female,2.7
SL-01675,Laban,3.5,30,105.0,15,89.25,2021-06-01,UAE,Umm Al Quwain,Supermarket,Male,3.9
SL-01676,Arabic tea,3.74,58,216.92,15,184.38,2022-01-17,UAE,Ras Al Khaimah,Supermarket,Female,4.9
SL-01677,Juice,8.92,66,588.72,5,559.28,2023-12-20,UAE,Abu Dhabi,Hypermarket,Female,1.8
SL-01678,Laban,5.4,20,108.0,20,86.4,2024-01-25,UAE,Umm Al Quwain,Cafe,Female,4.2
SL-01679,Laban,3.92,68,266.56,5,253.23,2022-07-15,UAE,Sharjah,Hypermarket,Male,1.7
SL-01680,Arabic tea,6.65,92,611.8,5,581.21,2020-07-19,UAE,Ras Al Khaimah,Cafe,Male,1.8
SL-01681,Juice,5.78,67,387.26,15,329.17,2023-05-13,UAE,Ajman,Online,Male,3.9
SL-01682,Camel milk,8.9,91,809.9,20,647.92,2020-09-30,UAE,Fujairah,Convenience Store,Male,3.9
SL-01683,Camel milk,17.06,18,307.08,5,291.73,2022-09-20,UAE,Ajman,Hypermarket,Female,4.2
SL-01684,Juice,8.72,83,723.76,15,615.2,2020-10-15,UAE,Ajman,Cafe,Male,4.3
SL-01685,Soft drinks,5.85,36,210.6,5,200.07,2021-09-13,UAE,Ajman,Supermarket,Female,3.3
SL-01686,Soft drinks,3.77,87,327.99,10,295.19,2023-06-28,UAE,Umm Al Quwain,Convenience Store,Male,1.5
SL-01687,Laban,3.41,81,276.21,20,220.97,2021-05-26,UAE,Ajman,Hypermarket,Female,2.2
SL-01688,Laban,5.97,59,352.23,5,334.62,2020-06-16,UAE,Dubai,Convenience Store,Female,4.8
SL-01689,Juice,9.03,33,297.99,0,297.99,2025-06-18,UAE,Fujairah,Online,Male,1.7
SL-01690,Arabic tea,3.46,67,231.82,0,231.82,2022-09-15,UAE,Dubai,Cafe,Female,4.5
SL-01691,Arabic tea,6.25,64,400.0,30,280.0,2023-02-21,UAE,Fujairah,Online,Male,3.6
SL-01692,Arabic tea,5.62,36,202.32,10,182.09,2022-10-26,UAE,Fujairah,Cafe,Male,3.7
SL-01693,Masala chai,3.42,13,44.46,25,33.34,2024-11-11,UAE,Umm Al Quwain,Online,Male,3.0
SL-01694,Arabic coffee,7.66,100,766.0,30,536.2,2024-03-19,UAE,Fujairah,Online,Female,4.3
SL-01695,Laban,5.08,86,436.88,15,371.35,2021-02-07,UAE,Dubai,Cafe,Male,4.4
SL-01696,Laban,3.38,98,331.24,5,314.68,2024-09-23,UAE,Sharjah,Cafe,Female,4.6
SL-01697,Arabic tea,3.97,96,381.12,0,381.12,2025-11-11,UAE,Sharjah,Online,Female,3.3
SL-01698,Camel milk,19.28,81,1561.68,25,1171.26,2022-01-10,UAE,Umm Al Quwain,Online,Female,1.1
SL-01699,Camel milk,15.57,43,669.51,0,669.51,2022-11-04,UAE,Sharjah,Online,Female,3.9
SL-01700,Masala chai,7.09,45,319.05,10,287.14,2025-02-19,UAE,Abu Dhabi,Convenience Store,Male,1.2
SL-01701,Arabic coffee,14.91,34,506.94,30,354.86,2023-08-11,UAE,Umm Al Quwain,Hypermarket,Male,4.1
SL-01702,Arabic coffee,9.01,45,405.45,30,283.81,2023-09-29,UAE,Umm Al Quwain,Hypermarket,Female,4.4
SL-01703,Masala chai,6.08,95,577.6,30,404.32,2021-01-05,UAE,Umm Al Quwain,Hypermarket,Male,2.2
SL-01704,Arabic coffee,9.06,80,724.8,15,616.08,2025-06-11,UAE,Fujairah,Hypermarket,Female,1.8
SL-01705,Masala chai,4.69,57,267.33,10,240.6,2021-04-01,UAE,Umm Al Quwain,Hypermarket,Female,2.3
SL-01706,Soft drinks,4.33,65,281.45,25,211.09,2021-12-29,UAE,Fujairah,Cafe,Male,3.2
